,start,end,intensity,type,label
0,0,100,0,annotation,### ||| ومنهم أبو القاسم الحسن بن على المعرى فمن قوله فى الغزل :
0,1629,1631,6,reuse,
1,1631,1632,6,reuse,
2,1632,1633,3,reuse,
3,1633,1636,2,reuse,
4,1636,1637,3,reuse,
5,1637,1639,5,reuse,
6,1639,1640,4,reuse,
7,1640,1642,5,reuse,
8,1642,1645,2,reuse,
9,1645,1654,2,reuse,
10,1654,1657,2,reuse,
11,1657,1658,2,reuse,
12,1658,1661,2,reuse,
13,1661,1669,2,reuse,
14,1669,1670,1,reuse,
15,1670,1672,2,reuse,
16,1672,1674,2,reuse,
17,1674,1677,3,reuse,
18,1677,1685,4,reuse,
19,1685,1687,3,reuse,
20,1687,1688,4,reuse,
21,1688,1692,4,reuse,
22,1692,1698,3,reuse,
23,1698,1703,6,reuse,
24,1703,1707,6,reuse,
25,1707,1712,6,reuse,
26,1712,1713,6,reuse,
27,1713,1716,2,reuse,
28,1716,1739,2,reuse,
29,1739,1740,4,reuse,
30,1740,1741,3,reuse,
31,1741,1747,5,reuse,
32,1747,1748,2,reuse,
33,1748,1762,2,reuse,
34,1762,1765,2,reuse,
35,1765,1768,2,reuse,
